dates,species,caught,sold,value,price_per_pound,inflated_ppp,inflated_dollar,inflated_value,month
7.2136e+05,1,2914,2695,3504,1.3,5.7517,1.3031,15503,1
7.2139e+05,1,2868,2705,3949,1.46,6.4596,1.3031,17472,2
7.2141e+05,1,1652,1592,3046,1.91,8.4505,1.3031,13477,3
7.2144e+05,1,1463,1404,2245,1.6,7.079,1.3031,9932.7,4
7.2148e+05,1,2614,2579,4412,1.71,7.5657,1.3031,19520,5
7.2151e+05,1,2189,2118,3708,1.75,7.7426,1.3031,16406,6
7.2154e+05,1,2025,1955,3531,1.81,8.0081,1.3031,15622,7
7.2157e+05,1,2353,2223,4244,1.91,8.4505,1.3031,18777,8
7.216e+05,1,2544,2438,3654,1.5,6.6366,1.3031,16167,9
7.2163e+05,1,2427,2376,4287,1.8,7.9639,1.3031,18967,10
7.2166e+05,1,2030,1901,3595,1.89,8.3621,1.3031,15906,11
7.2169e+05,1,6897,6351,11551,1.82,8.0523,1.3031,51106,12
7.2172e+05,1,2485,2191,3184,1.45,6.0658,1.3273,13320,1
7.2175e+05,1,1952,1606,3888,2.42,10.124,1.3273,16265,2
7.2178e+05,1,2854,2829,5281,1.87,7.8228,1.3273,22092,3
7.2181e+05,1,2079,1971,4827,2.45,10.249,1.3273,20193,4
7.2184e+05,1,2852,2720,4803,1.77,7.4045,1.3273,20092,5
7.2187e+05,1,3815,3651,5559,1.52,6.3586,1.3273,23255,6
7.219e+05,1,3098,3005,4950,1.65,6.9025,1.3273,20707,7
7.2193e+05,1,2246,2231,4381,1.96,8.1993,1.3273,18327,8
7.2196e+05,1,3988,3925,5948,1.52,6.3586,1.3273,24882,9
7.2199e+05,1,2408,2295,3469,1.51,6.3168,1.3273,14512,10
7.2202e+05,1,3311,3161,5492,1.74,7.279,1.3273,22975,11
7.2206e+05,1,4629,4250,8128,1.91,7.9901,1.3273,34002,12
7.2209e+05,1,5267,5169,9347,1.81,7.1095,1.3746,36714,1
7.2212e+05,1,3204,3045,5587,1.84,7.2273,1.3746,21945,2
7.2214e+05,1,940,899,2563,2.85,11.195,1.3746,10067,3
7.2218e+05,1,3209,3143,7021,2.23,8.7592,1.3746,27578,4
7.2221e+05,1,2723,2622,5380,2.05,8.0522,1.3746,21132,5
7.2224e+05,1,2757,2691,5558,2.07,8.1308,1.3746,21831,6
7.2227e+05,1,1507,1463,3053,2.09,8.2093,1.3746,11992,7
7.223e+05,1,911,886,1943,2.19,8.6021,1.3746,7631.9,8
7.2233e+05,1,1213,1141,2285,2,7.8558,1.3746,8975.3,9
7.2236e+05,1,2234,2103,3750,1.78,6.9917,1.3746,14730,10
7.2239e+05,1,3204,3117,4998,1.6,6.2846,1.3746,19632,11
7.2242e+05,1,4518,4322,10087,2.33,9.152,1.3746,39621,12
7.2245e+05,1,3737,3577,6844,1.91,6.973,1.4339,24986,1
7.2248e+05,1,7318,7013,12834,1.83,6.6809,1.4339,46854,2
7.2251e+05,1,4150,3969,9242,2.33,8.5063,1.4339,33741,3
7.2254e+05,1,3563,3411,6658,1.95,7.119,1.4339,24307,4
7.2257e+05,1,2902,2870,5782,2.02,7.3746,1.4339,21109,5
7.226e+05,1,1337,1319,2496,1.89,6.9,1.4339,9112.4,6
7.2263e+05,1,853,822,2465,3,10.952,1.4339,8999.2,7
7.2266e+05,1,1259,1244,3340,2.69,9.8206,1.4339,12194,8
7.2269e+05,1,1936,1794,4608,2.57,9.3825,1.4339,16823,9
7.2272e+05,1,1997,1850,3905,2.11,7.7032,1.4339,14256,10
7.2276e+05,1,3161,2941,5999,2.04,7.4476,1.4339,21901,11
7.2278e+05,1,3101,2657,7956,2.99,10.916,1.4339,29046,12
7.2282e+05,1,2117,2037,4744,2.33,7.6393,1.48,15554,1
7.2285e+05,1,1353,1331,3894,2.93,9.6065,1.48,12767,2
7.2288e+05,1,3485,3369,8111,2.41,7.9016,1.48,26593,3
7.2291e+05,1,2876,2708,5656,2.09,6.8524,1.48,18544,4
7.2294e+05,1,1178,1106,2814,2.55,8.3606,1.48,9226.2,5
7.2297e+05,1,896,876,1973,2.25,7.377,1.48,6468.8,6
7.23e+05,1,986,942,2093,2.22,7.2786,1.48,6862.2,7
7.2303e+05,1,1268,1218,2741,2.25,7.377,1.48,8986.8,8
7.2306e+05,1,1124,1041,2264,2.18,7.1475,1.48,7422.9,9
7.2309e+05,1,1818,1726,3608,2.09,6.8524,1.48,11829,10
7.2312e+05,1,1755,1628,3512,2.16,7.0819,1.48,11515,11
7.2315e+05,1,2963,2687,6370,2.37,7.7704,1.48,20885,12
7.2318e+05,1,2530,2357,5632,2.39,6.9041,1.5712,16269,1
7.2321e+05,1,2528,2277,5535,2.43,7.0196,1.5712,15989,2
7.2324e+05,1,253,247,764,3.1,8.955,1.5712,2207,3
7.2327e+05,1,301,263,783,2.98,8.6084,1.5712,2261.9,4
7.233e+05,1,897,697,1851,2.66,7.684,1.5712,5347,5
7.2333e+05,1,1215,1014,2544,2.51,7.2507,1.5712,7348.9,6
7.2336e+05,1,697,654,1692,2.59,7.4818,1.5712,4887.7,7
7.2339e+05,1,1386,1121,2954,2.64,7.6262,1.5712,8533.3,8
7.2342e+05,1,1304,1256,2835,2.26,6.5285,1.5712,8189.5,9
7.2346e+05,1,1358,1224,2650,2.17,6.2685,1.5712,7655.1,10
7.2349e+05,1,2233,1997,4337,2.17,6.2685,1.5712,12528,11
7.2352e+05,1,3648,3138,6697,2.13,6.153,1.5712,19346,12
7.2355e+05,1,3109,2916,7075,2.43,6.3632,1.7332,18527,1
7.2358e+05,1,1282,1210,3402,2.81,7.3583,1.7332,8908.5,2
7.2361e+05,1,2373,2284,5579,2.44,6.3894,1.7332,14609,3
7.2364e+05,1,2355,2272,5776,2.54,6.6513,1.7332,15125,4
7.2367e+05,1,869,847,2366,2.79,7.3059,1.7332,6195.6,5
7.237e+05,1,722,708,1796,2.54,6.6513,1.7332,4703,6
7.2373e+05,1,840,763,1990,2.61,6.8346,1.7332,5211,7
7.2376e+05,1,1274,1160,2998,2.59,6.7822,1.7332,7850.6,8
7.2379e+05,1,1728,1647,3799,2.31,6.049,1.7332,9948.1,9
7.2382e+05,1,1709,1679,3583,2.13,5.5776,1.7332,9382.5,10
7.2385e+05,1,2031,1892,3989,2.11,5.5253,1.7332,10446,11
7.2388e+05,1,3812,3457,9948,2.88,7.5416,1.7332,26050,12
7.2391e+05,1,1909,1673,3245,1.94,4.7853,1.9672,8004.3,1
7.2394e+05,1,1970,1903,5563,2.92,7.2026,1.9672,13722,2
7.2397e+05,1,1890,1832,5566,3.04,7.4986,1.9672,13729,3
7.24e+05,1,2024,1926,5930,3.08,7.5973,1.9672,14627,4
7.2403e+05,1,1752,1660,5005,3.02,7.4493,1.9672,12346,5
7.2406e+05,1,4225,4101,8229,2.01,4.958,1.9672,20298,6
7.2409e+05,1,1706,1549,4928,3.18,7.8439,1.9672,12156,7
7.2412e+05,1,1747,1680,4979,2.96,7.3013,1.9672,12281,8
7.2416e+05,1,1241,1218,3046,2.5,6.1666,1.9672,7513.4,9
7.2418e+05,1,1358,1282,3024,2.36,5.8213,1.9672,7459.1,10
7.2422e+05,1,1791,1764,3959,2.24,5.5253,1.9672,9765.4,11
7.2425e+05,1,3942,3615,9587,2.65,6.5366,1.9672,23648,12
7.2428e+05,1,2803,2601,6289,2.42,5.7835,2.1905,15030,1
7.2431e+05,1,3939,3734,9351,2.5,5.9747,2.1905,22348,2
7.2434e+05,1,3948,3675,9411,2.56,6.1181,2.1905,22491,3
7.2437e+05,1,1116,1061,3049,2.87,6.8589,2.1905,7286.7,4
7.244e+05,1,2044,1981,5917,2.99,7.1457,2.1905,14141,5
7.2443e+05,1,2897,2895,6225,2.15,5.1382,2.1905,14877,6
7.2446e+05,1,1976,1944,5952,3.06,7.313,2.1905,14225,7
7.2449e+05,1,3989,3933,14877,3.78,9.0337,2.1905,35554,8
7.2452e+05,1,3911,3746,13422,3.58,8.5557,2.1905,32077,9
7.2455e+05,1,2330,2291,9132,3.99,9.5356,2.1905,21824,10
7.2458e+05,1,3762,3595,9549,2.66,6.3571,2.1905,22821,11
7.2461e+05,1,6444,5856,16844,2.88,6.8828,2.1905,40255,12
7.2464e+05,1,3282,3063,9046,2.95,6.7583,2.3567,20724,1
7.2467e+05,1,2417,2299,6829,2.97,6.8042,2.3567,15645,2
7.247e+05,1,3505,3326,9190,2.76,6.3231,2.3567,21054,3
7.2473e+05,1,1028,1014,3390,3.34,7.6518,2.3567,7766.4,4
7.2476e+05,1,2536,2472,7045,2.85,6.5292,2.3567,16140,5
7.2479e+05,1,1850,1800,5701,3.17,7.2624,2.3567,13061,6
7.2482e+05,1,2573,2556,7083,2.77,6.346,2.3567,16227,7
7.2486e+05,1,2570,2460,5914,2.4,5.4983,2.3567,13549,8
7.2489e+05,1,4203,3940,7596,1.93,4.4216,2.3567,17402,9
7.2492e+05,1,4388,3857,8804,2.28,5.2234,2.3567,20170,10
7.2495e+05,1,2524,2308,5424,2.35,5.3838,2.3567,12426,11
7.2498e+05,1,6385,5655,16041,2.84,6.5063,2.3567,36749,12
7.2501e+05,1,6583,6104,17959,2.94,6.5038,2.51,39729,1
7.2504e+05,1,5352,5087,12997,2.56,5.6632,2.51,28752,2
7.2507e+05,1,1418,1331,5745,4.32,9.5566,2.51,12709,3
7.251e+05,1,5368,5025,14055,2.8,6.1941,2.51,31092,4
7.2513e+05,1,3572,3556,11014,3.1,6.8578,2.51,24365,5
7.2516e+05,1,5447,5280,15139,2.87,6.349,2.51,33490,6
7.2519e+05,1,3276,3163,9280,2.93,6.4817,2.51,20529,7
7.2522e+05,1,4722,4477,12843,2.87,6.349,2.51,28411,8
7.2525e+05,1,5541,5048,11940,2.37,5.2429,2.51,26413,9
7.2528e+05,1,5846,5753,15276,2.66,5.8844,2.51,33793,10
7.2531e+05,1,10468,10071,25065,2.49,5.5083,2.51,55448,11
7.2534e+05,1,12459,11414,33965,2.98,6.5923,2.51,75137,12
7.2537e+05,1,9957,9512,26410,2.78,6.0376,2.6546,57358,1
7.254e+05,1,6856,6669,18746,2.81,6.1028,2.6546,40713,2
7.2543e+05,1,4441,4326,14430,3.34,7.2539,2.6546,31339,3
7.2546e+05,1,2387,2282,8314,3.64,7.9054,2.6546,18056,4
7.2549e+05,1,3963,3878,11631,3,6.5154,2.6546,25260,5
7.2552e+05,1,2598,2565,9223,3.6,7.8185,2.6546,20031,6
7.2555e+05,1,3326,3121,8522,2.73,5.9291,2.6546,18508,7
7.2558e+05,1,3313,3204,8044,2.51,5.4513,2.6546,17470,8
7.2562e+05,1,5416,5161,11921,2.31,5.0169,2.6546,25890,9
7.2565e+05,1,4556,4358,11781,2.7,5.8639,2.6546,25586,10
7.2568e+05,1,6471,5938,14513,2.44,5.2992,2.6546,31520,11
7.2571e+05,1,7139,6255,18675,2.99,6.4937,2.6546,40559,12
7.2574e+05,1,4473,4333,15386,3.55,7.4385,2.8969,32239,1
7.2577e+05,1,7083,6938,19660,2.83,5.9298,2.8969,41194,2
7.258e+05,1,4991,4815,13767,2.86,5.9927,2.8969,28847,3
7.2583e+05,1,2601,2544,9077,3.57,7.4804,2.8969,19019,4
7.2586e+05,1,3928,3837,12700,3.31,6.9356,2.8969,26611,5
7.2589e+05,1,3927,3850,13192,3.43,7.187,2.8969,27642,6
7.2592e+05,1,2540,2491,9082,3.65,7.648,2.8969,19030,7
7.2595e+05,1,6065,5937,16341,2.75,5.7622,2.8969,34240,8
7.2598e+05,1,5251,5132,14729,2.87,6.0136,2.8969,30862,9
7.2601e+05,1,4357,4219,11663,2.76,5.7831,2.8969,24438,10
7.2604e+05,1,3185,3098,10403,3.36,7.0404,2.8969,21798,11
7.2607e+05,1,6488,5929,22734,3.83,8.0252,2.8969,47636,12
7.261e+05,1,5841,5673,19112,3.37,6.7808,3.2166,38455,1
7.2613e+05,1,6069,5891,18800,3.19,6.4186,3.2166,37827,2
7.2616e+05,1,4708,4587,14822,3.23,6.4991,3.2166,29823,3
7.2619e+05,1,2986,2913,9552,3.28,6.5997,3.2166,19220,4
7.2622e+05,1,2847,2776,10212,3.68,7.4045,3.2166,20548,5
7.2626e+05,1,4842,4763,14481,3.04,6.1168,3.2166,29137,6
7.2628e+05,1,3212,3174,10146,3.2,6.4387,3.2166,20415,7
7.2632e+05,1,4839,4756,14990,3.15,6.3381,3.2166,30161,8
7.2635e+05,1,3089,2858,9272,3.24,6.5192,3.2166,18656,9
7.2638e+05,1,5660,5399,15396,2.85,5.7345,3.2166,30978,10
7.2641e+05,1,2791,2652,9800,3.7,7.4448,3.2166,19719,11
7.2644e+05,1,4355,4019,16212,4.03,8.1087,3.2166,32620,12
7.2647e+05,1,3680,3429,13216,3.85,7.3905,3.4167,25369,1
7.265e+05,1,4897,4664,13772,2.95,5.6628,3.4167,26437,2
7.2653e+05,1,6434,6241,14983,2.4,4.6071,3.4167,28761,3
7.2656e+05,1,3021,2963,12538,4.23,8.1199,3.4167,24068,4
7.2659e+05,1,2617,2576,10062,3.91,7.5057,3.4167,19315,5
7.2662e+05,1,3815,3726,14819,3.98,7.64,3.4167,28447,6
7.2665e+05,1,1036,989,4911,4.97,9.5404,3.4167,9427.2,7
7.2668e+05,1,3395,3297,12875,3.91,7.5057,3.4167,24715,8
7.2671e+05,1,3803,3541,11116,3.14,6.0276,3.4167,21338,9
7.2674e+05,1,4426,4175,12196,2.92,5.6052,3.4167,23412,10
7.2677e+05,1,3870,3556,11267,3.17,6.0851,3.4167,21628,11
7.268e+05,1,7143,6513,21968,3.37,6.4691,3.4167,42170,12
7.2683e+05,1,2023,1789,8582,4.8,8.7418,3.5264,15630,1
7.2686e+05,1,4777,4628,18545,4.01,7.303,3.5264,33774,2
7.2689e+05,1,4627,4392,19237,4.38,7.9769,3.5264,35034,3
7.2692e+05,1,3320,3138,11773,3.75,6.8295,3.5264,21441,4
7.2695e+05,1,2521,2466,11910,4.83,8.7964,3.5264,21691,5
7.2698e+05,1,3803,3764,13185,3.5,6.3742,3.5264,24013,6
7.2702e+05,1,3271,3121,11452,3.67,6.6838,3.5264,20856,7
7.2705e+05,1,5019,4939,16437,3.33,6.0646,3.5264,29935,8
7.2708e+05,1,9294,9154,23396,2.56,4.6623,3.5264,42609,9
7.2711e+05,1,4934,4722,14513,3.07,5.5911,3.5264,26431,10
7.2714e+05,1,4323,4165,13412,3.22,5.8643,3.5264,24426,11
7.2717e+05,1,7529,7097,38461,5.42,9.8709,3.5264,70045,12
7.272e+05,1,4592,4300,14697,3.42,5.977,3.6809,25685,1
7.2723e+05,1,4039,3731,13716,3.68,6.4314,3.6809,23971,2
7.2726e+05,1,1552,1531,6620,4.32,7.5499,3.6809,11569,3
7.2729e+05,1,1770,1716,8482,4.94,8.6334,3.6809,14824,4
7.2732e+05,1,3161,2979,11346,3.81,6.6586,3.6809,19829,5
7.2735e+05,1,2618,2028,9174,4.52,7.8994,3.6809,16033,6
7.2738e+05,1,8363,8198,23361,2.85,4.9808,3.6809,40827,7
7.2741e+05,1,5533,4815,15144,3.15,5.5051,3.6809,26467,8
7.2744e+05,1,5750,5203,17925,3.45,6.0294,3.6809,31327,9
7.2747e+05,1,3590,3349,11675,3.49,6.0993,3.6809,20404,10
7.275e+05,1,2485,2145,7855,3.66,6.3964,3.6809,13728,11
7.2753e+05,1,3436,3065,13341,4.35,7.6023,3.6809,23316,12
7.2756e+05,1,4522,4184,14326,3.42,5.8023,3.8915,24305,1
7.276e+05,1,3542,3387,12267,3.62,6.1416,3.8915,20812,2
7.2762e+05,1,2446,2255,8304,3.68,6.2434,3.8915,14088,3
7.2766e+05,1,4097,3878,14183,3.66,6.2095,3.8915,24063,4
7.2768e+05,1,4174,4063,13833,3.4,5.7684,3.8915,23469,5
7.2772e+05,1,1895,1830,7109,3.89,6.5997,3.8915,12061,6
7.2775e+05,1,1650,1599,6919,4.33,7.3462,3.8915,11739,7
7.2778e+05,1,1600,1551,7616,4.91,8.3302,3.8915,12921,8
7.2781e+05,1,1341,1281,6200,4.84,8.2115,3.8915,10519,9
7.2784e+05,1,3854,3704,12230,3.3,5.5987,3.8915,20749,10
7.2787e+05,1,2807,2565,10179,3.97,6.7354,3.8915,17270,11
7.279e+05,1,3764,3455,15971,4.62,7.8382,3.8915,27096,12
7.2793e+05,1,3364,3210,12499,3.89,6.4079,4.104,20589,1
7.2796e+05,1,4003,3866,16222,4.2,6.9185,4.104,26722,2
7.2799e+05,1,2197,2140,10673,4.99,8.2199,4.104,17581,3
7.2802e+05,1,2440,2366,11248,4.75,7.8245,4.104,18529,4
7.2805e+05,1,1943,1863,8056,4.32,7.1162,4.104,13270,5
7.2808e+05,1,2002,1984,9012,4.54,7.4786,4.104,14845,6
7.2811e+05,1,2299,2269,8541,3.76,6.1937,4.104,14069,7
7.2814e+05,1,3170,3145,12656,4.02,6.622,4.104,20848,8
7.2817e+05,1,2729,2592,9120,3.52,5.7984,4.104,15023,9
7.282e+05,1,2062,1812,6951,3.84,6.3255,4.104,11450,10
7.2823e+05,1,2050,1947,7758,3.99,6.5726,4.104,12780,11
7.2826e+05,1,5113,4437,17934,4.04,6.655,4.104,29542,12
7.283e+05,1,3792,3626,13031,3.59,5.7661,4.276,20930,1
7.2833e+05,1,3915,3546,13114,3.7,5.9427,4.276,21063,2
7.2835e+05,1,3799,3661,14426,3.94,6.3282,4.276,23170,3
7.2838e+05,1,2428,2403,12182,5.07,8.1432,4.276,19566,4
7.2842e+05,1,2727,2693,11396,4.23,6.794,4.276,18304,5
7.2845e+05,1,3019,2962,13024,4.4,7.067,4.276,20918,6
7.2848e+05,1,3441,3383,13699,4.05,6.5049,4.276,22003,7
7.2851e+05,1,2455,2405,10244,4.26,6.8422,4.276,16453,8
7.2854e+05,1,2133,1972,7775,3.94,6.3282,4.276,12488,9
7.2857e+05,1,2668,2483,10130,4.08,6.5531,4.276,16270,10
7.286e+05,1,1718,1636,8538,5.22,8.3841,4.276,13713,11
7.2863e+05,1,5393,4438,19195,4.33,6.9546,4.276,30830,12
7.2866e+05,1,4828,4518,15287,3.38,5.2792,4.408,23877,1
7.2869e+05,1,4164,4031,13609,3.38,5.2792,4.408,21256,2
7.2872e+05,1,3102,2988,12137,4.06,6.3412,4.408,18957,3
7.2875e+05,1,2779,2688,11532,4.29,6.7005,4.408,18012,4
7.2878e+05,1,2240,2192,9762,4.45,6.9504,4.408,15247,5
7.2881e+05,1,3184,3138,11304,3.6,5.6228,4.408,17656,6
7.2884e+05,1,1934,1858,8322,4.48,6.9972,4.408,12998,7
7.2887e+05,1,2161,2022,11110,5.49,8.5747,4.408,17353,8
7.289e+05,1,3611,3391,14396,4.25,6.638,4.408,22485,9
7.2893e+05,1,1608,1537,6430,4.18,6.5287,4.408,10043,10
7.2896e+05,1,3062,2719,9256,3.4,5.3104,4.408,14457,11
7.2899e+05,1,7320,6406,26589,4.15,6.4818,4.408,41529,12
7.2902e+05,1,4408,4029,14546,3.61,5.4767,4.5339,22068,1
7.2906e+05,1,4083,3873,17550,4.53,6.8724,4.5339,26625,2
7.2908e+05,1,3965,3857,18509,4.8,7.282,4.5339,28080,3
7.2912e+05,1,4367,4202,17844,4.25,6.4476,4.5339,27071,4
7.2915e+05,1,3628,3480,13507,3.88,5.8863,4.5339,20491,5
7.2918e+05,1,3910,3791,16742,4.42,6.7055,4.5339,25399,6
7.2921e+05,1,3432,3320,12412,3.74,5.6739,4.5339,18830,7
7.2924e+05,1,4002,3894,15137,3.89,5.9015,4.5339,22964,8
7.2927e+05,1,3813,3526,12541,3.56,5.4008,4.5339,19026,9
7.293e+05,1,3083,2932,11391,3.89,5.9015,4.5339,17281,10
7.2933e+05,1,2762,2537,10180,4.01,6.0835,4.5339,15444,11
7.2936e+05,1,5927,5223,22434,4.29,6.5083,4.5339,34034,12
7.2939e+05,1,4094,3856,14382,3.73,5.5318,4.6071,21329,1
7.2942e+05,1,3283,3111,11987,3.85,5.7098,4.6071,17777,2
7.2945e+05,1,3003,2823,11062,3.92,5.8136,4.6071,16406,3
7.2948e+05,1,3807,3631,12777,3.52,5.2204,4.6071,18949,4
7.2951e+05,1,3081,3006,11281,3.75,5.5615,4.6071,16730,5
7.2954e+05,1,1962,1829,7858,4.3,6.3772,4.6071,11654,6
7.2957e+05,1,3544,3422,13117,3.83,5.6801,4.6071,19453,7
7.296e+05,1,4381,4104,14262,3.48,5.161,4.6071,21151,8
7.2963e+05,1,3775,3610,14267,3.95,5.8581,4.6071,21159,9
7.2966e+05,1,2865,2652,9744,3.67,5.4428,4.6071,14451,10
7.297e+05,1,3023,2606,10188,3.91,5.7988,4.6071,15109,11
7.2972e+05,1,5212,4581,19091,4.17,6.1844,4.6071,28313,12
7.2976e+05,1,5917,5523,19608,3.55,5.1841,4.6673,28634,1
7.2979e+05,1,3942,3731,13996,3.75,5.4762,4.6673,20439,2
7.2982e+05,1,6746,6508,23025,3.54,5.1695,4.6673,33624,3
7.2985e+05,1,1658,1531,6349,4.15,6.0603,4.6673,9271.5,4
7.2988e+05,1,2207,2013,5953,2.96,4.3225,4.6673,8693.2,5
7.2991e+05,1,2834,2757,9743,3.53,5.1549,4.6673,14228,6
7.2994e+05,1,3074,3016,10852,3.6,5.2571,4.6673,15847,7
7.2997e+05,1,2667,2496,9392,3.76,5.4908,4.6673,13715,8
7.3e+05,1,2538,2383,9364,3.93,5.739,4.6673,13674,9
7.3003e+05,1,3091,2775,9084,3.27,4.7752,4.6673,13265,10
7.3006e+05,1,2127,1877,5962,3.18,4.6438,4.6673,8706.4,11
7.3009e+05,1,4990,3987,15373,3.86,5.6368,4.6673,22449,12
7.3012e+05,1,3665,3323,11782,3.55,5.0721,4.7291,16834,1
7.3015e+05,1,2720,2460,8576,3.49,4.9864,4.7291,12253,2
7.3018e+05,1,2389,2075,7769,3.74,5.3436,4.7291,11100,3
7.3021e+05,1,2347,2190,8309,3.79,5.415,4.7291,11872,4
7.3024e+05,1,3796,3582,11448,3.2,4.572,4.7291,16356,5
7.3027e+05,1,3420,3155,11792,3.74,5.3436,4.7291,16848,6
7.303e+05,1,3145,2936,10847,3.69,5.2721,4.7291,15498,7
7.3033e+05,1,3480,3343,12852,3.84,5.4864,4.7291,18362,8
7.3036e+05,1,2850,2525,9156,3.63,5.1864,4.7291,13082,9
7.3039e+05,1,2727,2484,9594,3.86,5.515,4.7291,13707,10
7.3042e+05,1,2109,1914,6930,3.62,5.1721,4.7291,9901.3,11
7.3046e+05,1,5195,4263,18453,4.33,6.1865,4.7291,26365,12
7.3049e+05,1,2234,1659,7691,4.63,6.4,4.7765,10631,1
7.3052e+05,1,4919,4748,16268,3.43,4.7413,4.7765,22487,2
7.3055e+05,1,5425,5425,20678,3.81,5.2665,4.7765,28583,3
7.3058e+05,1,3023,2904,14356,4.94,6.8285,4.7765,19844,4
7.3061e+05,1,5361,5361,20506,3.83,5.2942,4.7765,28345,5
7.3064e+05,1,4081,4081,16095,3.94,5.4462,4.7765,22248,6
7.3067e+05,1,1691,1455,8420,5.79,8.0035,4.7765,11639,7
7.307e+05,1,2662,2662,11289,4.24,5.8609,4.7765,15605,8
7.3073e+05,1,3447,2779,10809,3.89,5.3771,4.7765,14941,9
7.3076e+05,1,2451,2379,9851,4.14,5.7227,4.7765,13617,10
7.3079e+05,1,2414,2289,10109,4.41,6.0959,4.7765,13974,11
7.3082e+05,1,7635,7635,32008,4.19,5.7918,4.7765,44244,12
7.3085e+05,1,3741,3593,13403,3.73,5.0133,4.825,18014,1
7.3088e+05,1,3565,3565,15315,4.3,5.7794,4.825,20584,2
7.3091e+05,1,5196,5196,20342,3.91,5.2552,4.825,27341,3
7.3094e+05,1,2008,1653,7305,4.42,5.9407,4.825,9818.3,4
7.3097e+05,1,3674,3674,12580,3.42,4.5966,4.825,16908,5
7.31e+05,1,2952,2952,11120,3.77,5.0671,4.825,14946,6
7.3103e+05,1,1951,1886,7085,3.76,5.0536,4.825,9522.6,7
7.3106e+05,1,1932,1732,6746,3.89,5.2283,4.825,9067,8
7.311e+05,1,2920,1583,5657,3.57,4.7983,4.825,7603.3,9
7.3112e+05,1,3414,3414,13742,4.03,5.4165,4.825,18470,10
7.3116e+05,1,3908,3908,13372,3.42,4.5966,4.825,17973,11
7.3119e+05,1,2659,2587,13605,5.26,7.0697,4.825,18286,12
7.3122e+05,1,2415,2415,10934,4.53,5.9938,4.9079,14467,1
7.3125e+05,1,2380,2380,10760,4.52,5.9805,4.9079,14237,2
7.3128e+05,1,3496,3214,14115,4.39,5.8085,4.9079,18676,3
7.3131e+05,1,4302,4302,15778,3.67,4.8559,4.9079,20876,4
7.3134e+05,1,3042,2746,10849,3.95,5.2264,4.9079,14355,5
7.3137e+05,1,1442,1442,5129,3.56,4.7103,4.9079,6786.3,6
7.314e+05,1,1182,1182,5909,5,6.6156,4.9079,7818.4,7
7.3143e+05,1,1549,1466,6786,4.63,6.1261,4.9079,8978.8,8
7.3146e+05,1,2118,1905,7889,4.14,5.4778,4.9079,10438,9
7.3149e+05,1,2007,2007,8086,4.03,5.3322,4.9079,10699,10
7.3152e+05,1,2150,2150,8925,4.15,5.491,4.9079,11809,11
7.3155e+05,1,4454,4153,16899,4.07,5.3851,4.9079,22360,12
7.3158e+05,1,1900,1900,8640,4.55,5.8861,4.9418,11177,1
7.3161e+05,1,2428,2428,9229,3.8,4.9159,4.9418,11939,2
7.3164e+05,1,3082,2564,9540,3.72,4.8124,4.9418,12341,3
7.3167e+05,1,2179,1724,7477,4.34,5.6144,4.9418,9672.6,4
7.317e+05,1,2475,2475,7446,3.01,3.8939,4.9418,9632.5,5
7.3173e+05,1,2911,2911,7809,2.68,3.467,4.9418,10102,6
7.3176e+05,1,1446,1446,5546,3.83,4.9547,4.9418,7174.6,7
7.3179e+05,1,1151,1151,5642,4.9,6.3389,4.9418,7298.8,8
7.3182e+05,1,1673,1673,6647,3.97,5.1358,4.9418,8598.9,9
7.3186e+05,1,3169,3132,11529,3.68,4.7606,4.9418,14914,10
7.3189e+05,1,2938,2938,10105,3.44,4.4501,4.9418,13072,11
7.3192e+05,1,3314,3193,17306,5.42,7.0116,4.9418,22388,12
7.3195e+05,1,3710,2677,11895,4.44,5.5948,5.0825,14989,1
7.3198e+05,1,2465,2465,10582,4.29,5.4058,5.0825,13334,2
7.3201e+05,1,1917,1917,9408,4.91,6.187,5.0825,11855,3
7.3204e+05,1,3457,2347,10904,4.64,5.8468,5.0825,13740,4
7.3207e+05,1,2912,2912,10735,3.69,4.6497,5.0825,13527,5
7.321e+05,1,2143,2143,8525,3.98,5.0152,5.0825,10742,6
7.3213e+05,1,5330,5330,17075,3.2,4.0323,5.0825,21516,7
7.3216e+05,1,2398,2398,9282,3.87,4.8765,5.0825,11696,8
7.3219e+05,1,2016,2016,9221,4.57,5.7586,5.0825,11619,9
7.3222e+05,1,2430,2426,9900,4.08,5.1412,5.0825,12475,10
7.3225e+05,1,3604,3604,13859,3.85,4.8513,5.0825,17464,11
7.3228e+05,1,5027,4622,23598,5.11,6.4391,5.0825,29736,12
7.3231e+05,1,3208,2636,11957,4.54,5.5333,5.2507,14573,1
7.3234e+05,1,1906,1906,8743,4.59,5.5943,5.2507,10656,2
7.3237e+05,1,3152,2846,14206,4.99,6.0818,5.2507,17314,3
7.324e+05,1,1585,1585,8140,5.13,6.2524,5.2507,9921,4
7.3243e+05,1,2568,2568,12803,4.99,6.0818,5.2507,15604,5
7.3246e+05,1,1803,1070,6000,5.61,6.8374,5.2507,7312.8,6
7.3249e+05,1,1347,1347,6177,4.58,5.5821,5.2507,7528.5,7
7.3252e+05,1,2692,2002,8900,4.44,5.4115,5.2507,10847,8
7.3256e+05,1,1928,1928,8082,4.19,5.1068,5.2507,9850.3,9
